App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,Installs_num,Price_num,Size_MB,Primary_Genre
Shopkins World!,FAMILY,4.3,169609,34M,"10,000,000+",Free,0,Everyone,Arcade;Action & Adventure,2018-06-13,3.6.1,4.1 and up,10000000.0,0.0,34.0,Arcade
Monica Toy TV,FAMILY,4.7,6188,49M,"500,000+",Free,0,Everyone 10+,Entertainment;Music & Video,2018-04-03,1.6.4,4.1 and up,500000.0,0.0,49.0,Entertainment
Toy Guitar with songs for kids,FAMILY,4.3,1369,9.8M,"500,000+",Free,0,Everyone,Music & Audio;Music & Video,2016-03-05,1.0.3,2.3 and up,500000.0,0.0,9.8,Music & Audio
Endless Numbers,FAMILY,4.4,2952,37M,"500,000+",Free,0,Everyone,Education;Education,2018-06-19,1.2.0,5.1 and up,500000.0,0.0,37.0,Education
Toddler Learning Games - Little Kids Games,FAMILY,4.2,731,Varies with device,"100,000+",Free,0,Everyone,Educational;Education,2018-07-28,3.7.2.7,4.2 and up,100000.0,0.0,,Educational
Sworkit Kids - Fitness Meets Fun,FAMILY,4.7,9856,55M,"100,000+",Free,0,Everyone,Health & Fitness;Education,2016-02-02,1.1.1,4.0 and up,100000.0,0.0,55.0,Health & Fitness
Earth to Luna! Watch and Play,FAMILY,3.9,10753,84M,"1,000,000+",Free,0,Everyone,Educational;Education,2018-07-23,2.5.6,4.1 and up,1000000.0,0.0,84.0,Educational
Nancy Drew Codes and Clues,FAMILY,4.1,154,16M,"10,000+",Free,0,Everyone,Educational;Education,2017-01-13,2.0.0,4.1 and up,10000.0,0.0,16.0,Educational
Masha and the Bear Child Games,FAMILY,4.1,288523,92M,"10,000,000+",Free,0,Everyone,Adventure;Education,2018-05-08,2.7.4,4.0 and up,10000000.0,0.0,92.0,Adventure
codeSpark Academy & The Foos,FAMILY,4.1,4522,57M,"500,000+",Free,0,Everyone,Educational;Education,2018-06-21,2.19.01,4.1 and up,500000.0,0.0,57.0,Educational
Toca Builders,FAMILY,4.2,3328,Varies with device,"100,000+",Paid,$3.99,Everyone,Education;Creativity,2017-07-13,Varies with device,Varies with device,100000.0,3.99,,Education
LEGO® Friends,FAMILY,4.4,854,6.9M,"10,000+",Paid,$4.99,Everyone,Casual;Pretend Play,2015-12-01,Varies with device,4.0.3 and up,10000.0,4.99,6.9,Casual
My Little Work – Garage,FAMILY,4.3,560,44M,"10,000+",Paid,$3.99,Everyone,Casual;Education,2015-06-17,2.0.1,2.3 and up,10000.0,3.99,44.0,Casual
"Alizay, pirate girl",FAMILY,4.5,197,11M,"1,000+",Paid,$2.99,Everyone,Casual;Action & Adventure,2017-03-23,4.0.2,2.3 and up,1000.0,2.99,11.0,Casual
Word Search Games in english,FAMILY,4.3,63186,16M,"10,000,000+",Free,0,Everyone,Puzzle;Brain Games,2018-07-12,7.5,4.0.3 and up,10000000.0,0.0,16.0,Puzzle
Chess Free,FAMILY,4.3,23772,17M,"5,000,000+",Free,0,Everyone,Board;Brain Games,2017-08-02,1.15.3028.0,2.3 and up,5000000.0,0.0,17.0,Board
Tic Tac Toe,FAMILY,4.1,6007,18M,"1,000,000+",Free,0,Everyone,Board;Action & Adventure,2017-07-03,1.6.3028.0,2.3 and up,1000000.0,0.0,18.0,Board
Dominos Game ✔️,FAMILY,4.1,2903,16M,"1,000,000+",Free,0,Everyone,Board;Brain Games,2018-07-05,5.2,4.1 and up,1000000.0,0.0,16.0,Board
Checkers ✔️,FAMILY,4.1,3617,19M,"1,000,000+",Free,0,Everyone,Board;Brain Games,2018-07-24,4.0.2,4.1 and up,1000000.0,0.0,19.0,Board
Crazy Colors: Bubbles Matching,FAMILY,4.6,3063,1.6M,"100,000+",Free,0,Everyone,Board;Brain Games,2018-05-24,2.9.7,3.0 and up,100000.0,0.0,1.6,Board
Chess for Kids - Play & Learn,FAMILY,4.1,3234,47M,"100,000+",Free,0,Everyone,Puzzle;Brain Games,2018-05-15,2.2.3,4.1 and up,100000.0,0.0,47.0,Puzzle
Block Puzzle : Night in Egypt,FAMILY,4.4,276,16M,"50,000+",Free,0,Everyone,Puzzle;Brain Games,2017-09-12,1.2.16,2.3 and up,50000.0,0.0,16.0,Puzzle
Mosaic puzzles,FAMILY,4.4,1595,14M,"500,000+",Free,0,Everyone,Puzzle;Brain Games,2018-07-04,2.8,4.0.3 and up,500000.0,0.0,14.0,Puzzle
Chess School for Beginners,FAMILY,4.3,879,Varies with device,"100,000+",Free,0,Everyone,Board;Brain Games,2018-05-22,1.1.0,4.1 and up,100000.0,0.0,,Board
RISK: Global Domination,FAMILY,4.0,68559,75M,"5,000,000+",Free,0,Everyone,Board;Action & Adventure,2018-07-31,1.19.56.434,4.4 and up,5000000.0,0.0,75.0,Board
Pino chess,FAMILY,4.8,61,25M,"1,000+",Free,0,Everyone,Casual;Brain Games,2017-01-26,0.1.0,4.0 and up,1000.0,0.0,25.0,Casual
Chess PRO Free,FAMILY,3.8,1123,5.7M,"100,000+",Free,0,Everyone,Board;Brain Games,2016-09-08,4.2,2.3 and up,100000.0,0.0,5.7,Board
Children Educational Game Full,FAMILY,4.7,30,Varies with device,"1,000+",Paid,$7.49,Everyone,Educational;Education,2018-05-16,Varies with device,Varies with device,1000.0,7.49,,Educational
All-in-One Mahjong 3 FREE,FAMILY,4.5,566,17M,"50,000+",Free,0,Everyone,Board;Brain Games,2018-06-13,20180609,4.0 and up,50000.0,0.0,17.0,Board
Hactar Go,FAMILY,4.8,97,3.5M,"1,000+",Paid,$2.99,Everyone,Board;Brain Games,2018-03-30,2.4.15,4.0 and up,1000.0,2.99,3.5,Board
All-in-One Mahjong 3,FAMILY,4.4,38,16M,100+,Paid,$0.99,Everyone,Board;Brain Games,2018-06-14,20180609,4.0 and up,100.0,0.99,16.0,Board
World Racers family board game,FAMILY,4.8,4,42M,100+,Paid,$0.99,Everyone,Board;Pretend Play,2015-09-03,1.1,5.1 and up,100.0,0.99,42.0,Board
SweetLand — Family Board Game,FAMILY,4.2,38,47M,"1,000+",Paid,$0.99,Everyone,Casual;Pretend Play,2014-11-14,1.2,2.3.3 and up,1000.0,0.99,47.0,Casual
Steam: Rails to Riches,FAMILY,4.2,214,67M,"5,000+",Paid,$4.99,Everyone,Board;Brain Games,2017-12-13,3.3.1,4.1 and up,5000.0,4.99,67.0,Board
Whoowasit? - Best kids game!,FAMILY,4.0,248,26M,"5,000+",Paid,$2.99,Everyone,Board;Action & Adventure,2018-07-24,1.6,4.1 and up,5000.0,2.99,26.0,Board
Lanterns: The Harvest Festival,FAMILY,4.7,185,72M,"1,000+",Paid,$4.99,Everyone,Board;Brain Games,2018-05-01,1.16.5,4.1 and up,1000.0,4.99,72.0,Board
Tsuro - The Game of the Path,FAMILY,4.7,2195,37M,"10,000+",Paid,$2.99,Everyone,Board;Brain Games,2016-08-02,1.3.3,2.3 and up,10000.0,2.99,37.0,Board
THE aMAZEing Labyrinth,FAMILY,3.9,1615,1.2M,"10,000+",Paid,$4.99,Everyone,Board;Brain Games,2016-02-09,1.0.3,4.0 and up,10000.0,4.99,1.2,Board
Chess and Mate,FAMILY,4.5,359,17M,"5,000+",Paid,$4.99,Everyone,Board;Brain Games,2015-08-12,2.0.5,2.3 and up,5000.0,4.99,17.0,Board
Kids Balloon Pop Game Free 🎈,FAMILY,4.1,38021,19M,"10,000,000+",Free,0,Everyone,Casual;Music & Video,2018-07-06,18.2,4.0.3 and up,10000000.0,0.0,19.0,Casual
Sounds for Toddlers FREE,FAMILY,4.4,6190,23M,"1,000,000+",Free,0,Everyone,Educational;Education,2015-08-24,1.7.1,4.0 and up,1000000.0,0.0,23.0,Educational
Elmo Calls by Sesame Street,FAMILY,3.9,6903,25M,"1,000,000+",Free,0,Everyone,Educational;Pretend Play,2018-01-31,2.0.7,2.3 and up,1000000.0,0.0,25.0,Educational
Sago Mini Friends,FAMILY,4.4,13155,83M,"1,000,000+",Free,0,Everyone,Education;Pretend Play,2016-06-16,1.3,4.0.3 and up,1000000.0,0.0,83.0,Education
Tee and Mo Bath Time Free,FAMILY,3.6,418,97M,"100,000+",Free,0,Everyone,Educational;Education,2016-11-07,1.0.3,4.0.3 and up,100000.0,0.0,97.0,Educational
Bita and the Animals - Pelos Ares,FAMILY,4.4,1160,37M,"100,000+",Free,0,Everyone,Education;Music & Video,2013-05-22,1.0,2.2 and up,100000.0,0.0,37.0,Education
TO-FU Oh!SUSHI,FAMILY,4.1,59917,92M,"5,000,000+",Free,0,Everyone,Education;Pretend Play,2018-07-31,2.3,4.4 and up,5000000.0,0.0,92.0,Education
DreamWorks Friends,FAMILY,3.6,1042,48M,"100,000+",Free,0,Everyone,Role Playing;Pretend Play,2017-08-04,2.5,4.3 and up,100000.0,0.0,48.0,Role Playing
Avokiddo Emotions,FAMILY,4.6,73,12M,"1,000+",Paid,$2.99,Everyone,Education;Pretend Play,2018-05-21,1.7.0,4.0.3 and up,1000.0,2.99,12.0,Education
Nighty Night Circus,FAMILY,4.3,382,15M,"10,000+",Paid,$2.99,Everyone,Education;Action & Adventure,2017-03-07,2.6,2.3 and up,10000.0,2.99,15.0,Education
Sago Mini Babies,FAMILY,4.5,253,83M,"10,000+",Paid,$3.99,Everyone,Education;Pretend Play,2016-10-28,1.1,4.0.3 and up,10000.0,3.99,83.0,Education
Dr. Panda & Toto's Treehouse,FAMILY,4.4,3396,9.5M,"50,000+",Paid,$3.99,Everyone,Casual;Pretend Play,2014-12-09,1.8,4.0 and up,50000.0,3.99,9.5,Casual
Fun Kid Racing - Motocross,FAMILY,4.1,59729,Varies with device,"10,000,000+",Free,0,Everyone,Racing;Action & Adventure,2018-06-27,3.46,4.2 and up,10000000.0,0.0,,Racing
Barbie Life™,FAMILY,3.9,133117,63M,"5,000,000+",Free,0,Everyone,Casual;Pretend Play,2018-07-12,2.6,4.1 and up,5000000.0,0.0,63.0,Casual
Palace Pets in Whisker Haven,FAMILY,4.1,47213,14M,"5,000,000+",Free,0,Everyone,Entertainment;Pretend Play,2017-12-09,1.8,4.2 and up,5000000.0,0.0,14.0,Entertainment
Sweet Baby Girl - Dream House and Play Time,FAMILY,3.9,95537,58M,"10,000,000+",Free,0,Everyone,Educational;Education,2018-07-13,2.2.54,4.4 and up,10000000.0,0.0,58.0,Educational
Hello Kitty Lunchbox,FAMILY,4.2,51838,15M,"5,000,000+",Free,0,Everyone,Casual;Creativity,2017-11-21,1.6,4.1 and up,5000000.0,0.0,15.0,Casual
Sweet Baby Girl Newborn Baby,FAMILY,3.8,36028,50M,"5,000,000+",Free,0,Everyone,Educational;Education,2018-07-02,1.3.51,4.4 and up,5000000.0,0.0,50.0,Educational
COOKING MAMA Let's Cook!,FAMILY,4.3,528745,59M,"10,000,000+",Free,0,Everyone,Educational;Pretend Play,2018-07-26,1.38.0,4.1 and up,10000000.0,0.0,59.0,Educational
Ever After High™ Charmed Style,FAMILY,3.9,44062,54M,"1,000,000+",Free,0,Everyone,Casual;Pretend Play,2016-12-30,1.3,4.0.3 and up,1000000.0,0.0,54.0,Casual
Fun Kid Racing,FAMILY,4.0,79667,Varies with device,"10,000,000+",Free,0,Everyone,Racing;Action & Adventure,2018-08-03,3.52,4.2 and up,10000000.0,0.0,,Racing
Learn to Read with Tommy Turtle,FAMILY,4.0,20763,Varies with device,"5,000,000+",Free,0,Everyone,Educational;Education,2018-03-06,3.6.17,2.3 and up,5000000.0,0.0,,Educational
Mad Libs,FAMILY,4.0,8126,61M,"1,000,000+",Free,0,Everyone,Entertainment;Brain Games,2018-07-31,1.1.1,6.0 and up,1000000.0,0.0,61.0,Entertainment
ABCmouse.com,FAMILY,4.3,50887,91M,"5,000,000+",Free,0,Everyone,Education;Education,2018-07-03,7.2.0,4.4 and up,5000000.0,0.0,91.0,Education
My Little Pony Celebration,FAMILY,4.3,63160,17M,"1,000,000+",Free,0,Everyone,Simulation;Pretend Play,2016-07-22,1.0.0,2.3 and up,1000000.0,0.0,17.0,Simulation
Thomas & Friends: Delivery,FAMILY,4.2,28737,17M,"1,000,000+",Free,0,Everyone,Casual;Action & Adventure,2016-02-05,1.0,2.3 and up,1000000.0,0.0,17.0,Casual
Nasty Goats,FAMILY,4.3,45579,64M,"1,000,000+",Free,0,Everyone,Arcade;Action & Adventure,2016-04-14,1.1.0,4.0 and up,1000000.0,0.0,64.0,Arcade
Starfall Free & Member,FAMILY,4.2,19720,41M,"1,000,000+",Free,0,Everyone,Education;Education,2017-11-07,1.35.23,4.0 and up,1000000.0,0.0,41.0,Education
Animal Jam - Play Wild!,FAMILY,4.6,361970,58M,"5,000,000+",Free,0,Everyone,Casual;Pretend Play,2018-08-02,28.0.14,4.1 and up,5000000.0,0.0,58.0,Casual
Video Editor,FAMILY,4.1,159619,23M,"5,000,000+",Free,0,Everyone,Video Players & Editors;Creativity,2018-07-17,6.14.091,4.3 and up,5000000.0,0.0,23.0,Video Players & Editors
Real Racing 3,FAMILY,4.5,354384,71M,"10,000,000+",Free,0,Everyone,Racing;Action & Adventure,2018-07-02,6.4.0,4.1 and up,10000000.0,0.0,71.0,Racing
Minecraft,FAMILY,4.5,2376564,Varies with device,"10,000,000+",Paid,$6.99,Everyone 10+,Arcade;Action & Adventure,2018-07-24,1.5.2.1,Varies with device,10000000.0,6.99,,Arcade
Card Wars - Adventure Time,FAMILY,4.3,129603,23M,"1,000,000+",Paid,$2.99,Everyone 10+,Card;Action & Adventure,2016-02-11,1.11.0,2.3.3 and up,1000000.0,2.99,23.0,Card
Monash Uni Low FODMAP Diet,MEDICAL,4.2,1135,12M,"100,000+",Paid,$9.00,Everyone,Medical,2018-07-16,2.0.7,4.0 and up,100000.0,9.0,12.0,Medical
iBP Blood Pressure,MEDICAL,4.4,578,704k,"10,000+",Paid,$0.99,Everyone,Medical,2014-11-30,7.0.1,2.2 and up,10000.0,0.99,0.6875,Medical
Pedi STAT,MEDICAL,4.6,129,2.9M,"10,000+",Paid,$5.49,Everyone,Medical,2018-04-06,3.0.1.0,4.1 and up,10000.0,5.49,2.9,Medical
ASCCP Mobile,MEDICAL,4.5,63,25M,"10,000+",Paid,$9.99,Everyone,Medical,2016-10-03,2.1.1,2.2 and up,10000.0,9.99,25.0,Medical
Journal Club: Medicine,MEDICAL,4.8,216,Varies with device,"10,000+",Paid,$6.99,Everyone,Medical,2017-06-17,Varies with device,Varies with device,10000.0,6.99,,Medical
Paramedic Protocol Provider,MEDICAL,4.5,171,20M,"10,000+",Paid,$10.00,Everyone 10+,Medical,2017-09-21,1.8.3,4.1 and up,10000.0,10.0,20.0,Medical
MommyMeds,MEDICAL,3.2,45,21M,"5,000+",Paid,$3.99,Everyone,Medical,2017-11-15,2.0.1,6.0 and up,5000.0,3.99,21.0,Medical
Medical ID - In Case of Emergency (ICE),MEDICAL,4.6,717,5.4M,"5,000+",Paid,$5.99,Everyone,Medical,2018-05-31,6.5.0,5.0 and up,5000.0,5.99,5.4,Medical
Human Anatomy Atlas 2018: Complete 3D Human Body,MEDICAL,4.5,2921,25M,"100,000+",Paid,$24.99,Everyone,Medical,2018-05-25,2018.5.47,5.0 and up,100000.0,24.99,25.0,Medical
Essential Anatomy 3,MEDICAL,4.1,1533,42M,"50,000+",Paid,$11.99,Mature 17+,Medical,2014-08-07,1.1.3,4.0.3 and up,50000.0,11.99,42.0,Medical
Vargo Anesthesia Mega App,MEDICAL,4.6,92,32M,"1,000+",Paid,$79.99,Everyone,Medical,2018-06-18,19.0,4.0.3 and up,1000.0,79.99,32.0,Medical
EMT Review Plus,MEDICAL,4.5,199,1.8M,"10,000+",Paid,$11.99,Everyone,Medical,2018-06-27,3.0.5,4.4W and up,10000.0,11.99,1.8,Medical
Muscle Trigger Point Anatomy,MEDICAL,4.4,1361,33M,"50,000+",Paid,$2.99,Everyone,Medical,2018-07-17,2.4.4,4.0.3 and up,50000.0,2.99,33.0,Medical
2017 EMRA Antibiotic Guide,MEDICAL,4.4,12,3.8M,"1,000+",Paid,$16.99,Everyone,Medical,2017-01-27,1.0.5,4.0.3 and up,1000.0,16.99,3.8,Medical
ASRA Coags,MEDICAL,4.4,15,5.8M,"1,000+",Paid,$3.99,Everyone,Medical,2018-08-01,2.1,4.1 and up,1000.0,3.99,5.8,Medical
IBM Micromedex Drug Info,MEDICAL,3.8,206,9.5M,"10,000+",Paid,$2.99,Everyone,Medical,2018-04-25,1.17.0,4.0 and up,10000.0,2.99,9.5,Medical
Diabetes & Diet Tracker,MEDICAL,4.6,395,19M,"1,000+",Paid,$9.99,Everyone,Medical,2018-07-16,6.5.1,5.0 and up,1000.0,9.99,19.0,Medical
VeinSeek,MEDICAL,2.5,79,Varies with device,"1,000+",Paid,$3.99,Everyone,Medical,2017-12-06,Varies with device,Varies with device,1000.0,3.99,,Medical
Block Buddy,MEDICAL,4.0,15,5.0M,"1,000+",Paid,$14.99,Everyone,Medical,2018-08-01,7.6.14,4.0 and up,1000.0,14.99,5.0,Medical
Super Hearing Secret Voices Recorder PRO,MEDICAL,5.0,3,23M,100+,Paid,$2.99,Everyone,Medical,2018-04-20,1.0,4.1 and up,100.0,2.99,23.0,Medical
EMT Study - NREMT Test Prep,MEDICAL,4.3,35,862k,"5,000+",Paid,$3.99,Everyone,Medical,2014-12-03,1.1,4.0.3 and up,5000.0,3.99,0.841796875,Medical
Calcium Pro,MEDICAL,3.4,77,9.9M,"5,000+",Paid,$2.99,Everyone,Medical,2017-04-18,1.6.2,4.0.3 and up,5000.0,2.99,9.9,Medical
Arrhythmias and Dysrhythmias,MEDICAL,,3,24M,500+,Paid,$1.00,Everyone,Medical,2016-01-24,1.0,4.2 and up,500.0,1.0,24.0,Medical
EMT PASS,MEDICAL,3.4,51,2.4M,"1,000+",Paid,$29.99,Everyone,Medical,2014-10-22,2.0.2,4.0 and up,1000.0,29.99,2.4,Medical
Pocket Lab Values,MEDICAL,4.3,214,899k,"10,000+",Paid,$2.99,Everyone,Medical,2012-11-22,2.5,2.1 and up,10000.0,2.99,0.8779296875,Medical
Medical terms (OFFLINE),MEDICAL,4.4,104,38M,"1,000+",Paid,$2.99,Teen,Medical,2018-05-24,3.2.0,4.1 and up,1000.0,2.99,38.0,Medical
"Cardiac diagnosis (heart rate, arrhythmia)",MEDICAL,4.4,8,6.5M,100+,Paid,$12.99,Everyone,Medical,2018-07-25,7,3.0 and up,100.0,12.99,6.5,Medical
ERres- Emergency Medicine,MEDICAL,4.2,45,14M,"1,000+",Paid,$4.99,Everyone,Medical,2015-08-18,6.0,4.0 and up,1000.0,4.99,14.0,Medical
FHR 5-Tier 2.0,MEDICAL,5.0,2,1.2M,500+,Paid,$2.99,Everyone,Medical,2015-12-16,1.0,4.0 and up,500.0,2.99,1.2,Medical
AnatomyMapp,MEDICAL,4.1,80,48M,"5,000+",Paid,$14.99,Everyone,Medical,2013-11-05,1.0,3.0 and up,5000.0,14.99,48.0,Medical
OptoDrum,MEDICAL,3.9,10,378k,"1,000+",Paid,$5.99,Everyone,Medical,2015-05-26,1.0,3.0 and up,1000.0,5.99,0.369140625,Medical
"Migraine, Headache Diary HeadApp Pro",MEDICAL,4.6,156,22M,500+,Paid,$3.49,Everyone,Medical,2018-03-14,1.10.0.user.pro.release,4.4 and up,500.0,3.49,22.0,Medical
Blood Pressure Companion,MEDICAL,4.2,178,4.8M,"1,000+",Paid,$0.99,Everyone,Medical,2018-07-22,4.1.5 (Steglitz),4.1 and up,1000.0,0.99,4.8,Medical
Visual Anatomy 2,MEDICAL,4.4,576,Varies with device,"5,000+",Paid,$2.49,Everyone,Medical,2017-08-05,Varies with device,Varies with device,5000.0,2.49,,Medical
"Muscle Premium - Human Anatomy, Kinesiology, Bones",MEDICAL,4.2,168,25M,"10,000+",Paid,$24.99,Everyone,Medical,2017-08-11,7.1.17,4.4 and up,10000.0,24.99,25.0,Medical
CCHT PREP,MEDICAL,3.6,25,266k,"1,000+",Paid,$10.99,Everyone,Medical,2016-12-08,1.2,2.1 and up,1000.0,10.99,0.259765625,Medical
Paramedic Meds,MEDICAL,4.5,163,375k,"10,000+",Paid,$1.99,Everyone,Medical,2015-08-03,3.4.3,1.6 and up,10000.0,1.99,0.3662109375,Medical
Advanced Comprehension Therapy,MEDICAL,,3,62M,100+,Paid,$24.99,Everyone,Medical,2017-10-05,1.2,4.0.3 and up,100.0,24.99,62.0,Medical
OmniMedix Medical Calculator,MEDICAL,4.7,25,1.2M,"1,000+",Paid,$4.99,Everyone,Medical,2016-06-11,3.1.6,3.0 and up,1000.0,4.99,1.2,Medical
Breathing Zone,MEDICAL,4.6,319,Varies with device,"5,000+",Paid,$3.99,Everyone,Medical,2018-03-06,Varies with device,Varies with device,5000.0,3.99,,Medical
Lab Values + Medical Reference,MEDICAL,4.5,133,2.8M,"10,000+",Paid,$2.99,Everyone,Medical,2014-08-02,3.0,2.3 and up,10000.0,2.99,2.8,Medical
Recognise Foot,MEDICAL,4.2,9,95M,"1,000+",Paid,$7.49,Everyone,Medical,2017-09-14,1.0.3,4.1 and up,1000.0,7.49,95.0,Medical
Anti Mosquito simulation,MEDICAL,4.2,74,2.6M,"1,000+",Paid,$1.50,Everyone,Medical,2014-09-06,1.0,2.3.3 and up,1000.0,1.5,2.6,Medical
Pain Tracker & Diary,MEDICAL,4.3,3,4.6M,100+,Paid,$2.99,Everyone,Medical,2018-01-02,1.50,4.1 and up,100.0,2.99,4.6,Medical
Menstrual Calendar Premium,MEDICAL,4.4,4207,Varies with device,"50,000+",Paid,$3.99,Everyone,Medical,2013-07-26,Varies with device,Varies with device,50000.0,3.99,,Medical
Whist - Tinnitus Relief,MEDICAL,4.1,12,5.1M,"1,000+",Paid,$1.99,Everyone,Medical,2017-03-02,1.2,4.1 and up,1000.0,1.99,5.1,Medical
Critical Care Paramedic Review,MEDICAL,4.4,17,1.8M,"1,000+",Paid,$9.99,Everyone 10+,Medical,2018-05-14,2.0.5,4.4W and up,1000.0,9.99,1.8,Medical
With Helper Pro Pill Reminder,MEDICAL,4.6,358,Varies with device,"5,000+",Paid,$3.99,Everyone,Medical,2017-10-25,Varies with device,Varies with device,5000.0,3.99,,Medical
Manage My Pain Pro,MEDICAL,4.4,726,Varies with device,"5,000+",Paid,$3.99,Everyone,Medical,2018-03-05,Varies with device,Varies with device,5000.0,3.99,,Medical
"End Anxiety Pro - Stress, Panic Attack Help",MEDICAL,4.2,33,53M,"1,000+",Paid,$3.99,Everyone,Medical,2018-05-08,2.29,4.2 and up,1000.0,3.99,53.0,Medical
Acupuncture Assistant,MEDICAL,4.5,492,39M,"10,000+",Paid,$7.99,Everyone,Medical,2018-04-13,4.4.5,4.1 and up,10000.0,7.99,39.0,Medical
Number Therapy,MEDICAL,,0,5.3M,50+,Paid,$14.99,Everyone,Medical,2017-10-03,1.0,4.0.3 and up,50.0,14.99,5.3,Medical
InfantRisk Center HCP,MEDICAL,2.6,41,14M,"1,000+",Paid,$9.99,Everyone,Medical,2015-05-06,1.3.4,2.3.3 and up,1000.0,9.99,14.0,Medical
EMT Tutor NREMT-B Study Guide,MEDICAL,4.6,625,8.4M,"10,000+",Paid,$3.99,Everyone,Medical,2017-01-08,2.1,2.1 and up,10000.0,3.99,8.4,Medical
Hospitalist Handbook,MEDICAL,4.8,12,18M,"1,000+",Paid,$19.99,Everyone,Medical,2017-06-05,6.0.4,4.1 and up,1000.0,19.99,18.0,Medical
PTA Content Master,MEDICAL,4.2,64,41M,"1,000+",Paid,$29.99,Everyone,Medical,2015-12-22,2.1,2.2 and up,1000.0,29.99,41.0,Medical
Navi Radiography Pro,MEDICAL,4.7,11,100M,500+,Paid,$15.99,Everyone,Medical,2018-01-14,1.2.0,4.0.3 and up,500.0,15.99,100.0,Medical
Nursing Care Plan NANDA Tables,MEDICAL,3.0,4,3.4M,500+,Paid,$0.99,Everyone,Medical,2017-05-09,1.0,2.3.3 and up,500.0,0.99,3.4,Medical
A Manual of Acupuncture,MEDICAL,3.5,214,68M,"1,000+",Paid,$33.99,Everyone,Medical,2017-10-02,2.1.35,4.0 and up,1000.0,33.99,68.0,Medical
palmPEDi: Pediatric Tape,MEDICAL,4.6,66,2.6M,"5,000+",Paid,$0.99,Everyone,Medical,2013-12-02,4.1,3.2 and up,5000.0,0.99,2.6,Medical
GoodRx Drug Prices and Coupons,MEDICAL,4.8,59158,11M,"1,000,000+",Free,0,Everyone,Medical,2018-07-26,5.4.8,4.1 and up,1000000.0,0.0,11.0,Medical
MyChart,MEDICAL,4.2,19473,Varies with device,"1,000,000+",Free,0,Everyone,Medical,2018-07-24,Varies with device,Varies with device,1000000.0,0.0,,Medical
FollowMyHealth®,MEDICAL,4.6,73118,37M,"1,000,000+",Free,0,Everyone,Medical,2018-05-10,3.3,4.4 and up,1000000.0,0.0,37.0,Medical
CareZone,MEDICAL,4.4,27524,Varies with device,"1,000,000+",Free,0,Everyone,Medical,2018-07-30,Varies with device,Varies with device,1000000.0,0.0,,Medical
Ovia Pregnancy Tracker & Baby Countdown Calendar,MEDICAL,4.8,102858,9.8M,"1,000,000+",Free,0,Everyone,Medical,2018-08-03,2.2.4,4.3 and up,1000000.0,0.0,9.8,Medical
Teladoc Member,MEDICAL,4.0,2094,23M,"500,000+",Free,0,Everyone,Medical,2018-07-26,3.19,4.3 and up,500000.0,0.0,23.0,Medical
myAir™ for Air10™ by ResMed,MEDICAL,3.7,236,18M,"50,000+",Free,0,Everyone,Medical,2018-07-25,1.1.0.0.1487,5.0 and up,50000.0,0.0,18.0,Medical
Blood Pressure,MEDICAL,4.2,33033,7.4M,"5,000,000+",Free,0,Everyone,Medical,2018-07-24,3.27.3,4.1 and up,5000000.0,0.0,7.4,Medical
Pregnancy Week By Week,MEDICAL,4.8,78825,11M,"1,000,000+",Free,0,Everyone,Medical,2018-08-02,1.2.16,4.1 and up,1000000.0,0.0,11.0,Medical
Doctor On Demand,MEDICAL,4.7,18674,Varies with device,"1,000,000+",Free,0,Everyone,Medical,2018-07-27,3.25.0,4.4 and up,1000000.0,0.0,,Medical
BioLife Plasma Services,MEDICAL,3.5,250,23M,"100,000+",Free,0,Everyone,Medical,2018-07-09,1.2.0,4.4 and up,100000.0,0.0,23.0,Medical
OneTouch Reveal,MEDICAL,3.9,6266,34M,"500,000+",Free,0,Everyone,Medical,2018-05-22,3.5,5.1 and up,500000.0,0.0,34.0,Medical
To,MEDICAL,4.2,22,15M,"10,000+",Free,0,Everyone,Medical,2018-05-30,Varies with device,Varies with device,10000.0,0.0,15.0,Medical
Ovia Fertility Tracker & Ovulation Calculator,MEDICAL,4.8,53743,13M,"1,000,000+",Free,0,Everyone,Medical,2018-07-27,Varies with device,4.3 and up,1000000.0,0.0,13.0,Medical
Anthem Anywhere,MEDICAL,2.7,2657,24M,"500,000+",Free,0,Everyone,Medical,2018-07-27,8.0.226,4.4 and up,500000.0,0.0,24.0,Medical
Blood Donor,MEDICAL,4.2,4476,20M,"500,000+",Free,0,Everyone,Medical,2018-07-31,1.6.2,4.1 and up,500000.0,0.0,20.0,Medical
My Calendar - Period Tracker,MEDICAL,4.7,156410,14M,"5,000,000+",Free,0,Everyone,Medical,2018-08-03,5.9.6,4.1 and up,5000000.0,0.0,14.0,Medical
Youper - AI Therapy,MEDICAL,4.6,2006,69M,"50,000+",Free,0,Everyone,Medical,2018-08-03,6.02.000,6.0 and up,50000.0,0.0,69.0,Medical
Zocdoc: Find Doctors & Book Appointments,MEDICAL,4.5,6099,38M,"500,000+",Free,0,Everyone,Medical,2018-07-31,3.18.2,4.3 and up,500000.0,0.0,38.0,Medical
1800 Contacts - Lens Store,MEDICAL,4.7,23160,26M,"1,000,000+",Free,0,Everyone,Medical,2018-07-27,7.4.1,5.0 and up,1000000.0,0.0,26.0,Medical
